customer,recency,frequency,monetary,country,R,F,M,group,cluster,labels
17061,0,11,5232.23,United Kingdom,4,4,4,444,0,NORMAL
17696,6,8,2285.71,United Kingdom,3,4,4,344,0,NORMAL
18273,3,3,204.0,United Kingdom,3,3,1,331,0,NORMAL
12508,17,2,397.88,France,1,2,2,122,0,NORMAL
12689,16,2,1247.61,France,1,2,3,123,0,NORMAL
12890,15,1,376.72,United Kingdom,2,1,2,212,0,NORMAL
13366,10,1,56.16,United Kingdom,2,1,1,211,0,NORMAL
13626,29,1,257.23,United Kingdom,1,1,1,111,0,NORMAL
14243,4,10,2588.77,United Kingdom,3,4,4,344,0,NORMAL
14623,3,5,886.7,United Kingdom,3,4,3,343,0,NORMAL
15054,0,2,302.1,United Kingdom,4,2,1,421,0,NORMAL
15095,2,4,1370.6,United Kingdom,4,3,3,433,0,NORMAL
15298,0,12,4799.9,United Kingdom,4,4,4,444,0,NORMAL
15381,14,2,596.85,United Kingdom,2,2,2,222,0,NORMAL
15488,22,1,91.32,United Kingdom,1,1,1,111,0,NORMAL
15714,2,2,330.03,United Kingdom,4,2,2,422,0,NORMAL
16072,6,1,584.32,United Kingdom,3,1,2,312,0,NORMAL
16275,3,1,559.87,United Kingdom,3,1,2,312,0,NORMAL
16542,13,1,119.62,United Kingdom,2,1,1,211,0,NORMAL
16656,0,15,8625.8,United Kingdom,4,4,4,444,0,NORMAL
16727,385,1,256.32,United Kingdom,1,1,1,111,2,LEFT
16778,4,2,245.94,United Kingdom,3,2,1,321,0,NORMAL
16938,17,4,2711.68,United Kingdom,1,3,4,134,0,NORMAL
17409,22,2,771.85,United Kingdom,1,2,3,123,0,NORMAL
17614,17,1,386.32,United Kingdom,1,1,2,112,0,NORMAL
18042,13,1,165.05,United Kingdom,2,1,1,211,0,NORMAL
12450,11,2,197.88,Spain,2,2,1,221,0,NORMAL
12596,11,2,618.27,Spain,2,2,2,222,0,NORMAL
12624,5,2,641.13,France,3,2,2,322,0,NORMAL
12628,24,3,786.46,Germany,1,3,3,133,0,NORMAL
12710,8,3,1149.02,Germany,2,3,3,233,0,NORMAL
13298,22,1,360.0,United Kingdom,1,1,2,112,0,NORMAL
14201,10,7,747.44,United Kingdom,2,4,3,243,0,NORMAL
14233,4,4,1462.72,United Kingdom,3,3,3,333,0,NORMAL
14629,7,2,955.26,United Kingdom,3,2,3,323,0,NORMAL
14821,387,1,48.8,United Kingdom,1,1,1,111,2,LEFT
15261,3,1,254.82,United Kingdom,3,1,1,311,0,NORMAL
15407,21,4,1046.74,United Kingdom,1,3,3,133,0,NORMAL
15521,0,8,3000.2,United Kingdom,4,4,4,444,0,NORMAL
16403,0,1,177.5,United Kingdom,4,1,1,411,0,NORMAL
16427,2,2,241.06,United Kingdom,4,2,1,421,0,NORMAL
17670,4,1,205.7,United Kingdom,3,1,1,311,0,NORMAL
17719,1,15,5396.04,United Kingdom,4,4,4,444,0,NORMAL
17749,2,2,674.52,United Kingdom,4,2,3,423,0,NORMAL
17797,13,3,780.43,United Kingdom,2,3,3,233,0,NORMAL
17960,9,1,73.78,United Kingdom,2,1,1,211,0,NORMAL
18019,11,1,38.45,United Kingdom,2,1,1,211,0,NORMAL
18066,5,1,318.0,United Kingdom,3,1,2,312,0,NORMAL
18106,16,1,421.9,United Kingdom,1,1,2,112,0,NORMAL
18146,8,2,160.35,United Kingdom,2,2,1,221,0,NORMAL
12790,0,1,324.92,Netherlands,4,1,2,412,0,NORMAL
12802,24,1,427.58,Netherlands,1,1,2,112,0,NORMAL
12928,5,5,2062.7,United Kingdom,3,4,4,344,0,NORMAL
13121,15,1,283.73,United Kingdom,2,1,1,211,0,NORMAL
13475,7,4,1431.78,United Kingdom,3,3,3,333,0,NORMAL
13505,0,4,4393.63,Switzerland,4,3,4,434,0,NORMAL
13632,2,5,2118.93,United Kingdom,4,4,4,444,0,NORMAL
13853,17,1,1090.14,United Kingdom,1,1,3,113,0,NORMAL
13885,7,2,506.8,United Kingdom,3,2,2,322,0,NORMAL
13941,9,5,5112.96,United Kingdom,2,4,4,244,0,NORMAL
14844,14,4,3189.81,United Kingdom,2,3,4,234,0,NORMAL
15048,15,4,381.0,United Kingdom,2,3,2,232,0,NORMAL
15212,18,1,101.8,United Kingdom,1,1,1,111,0,NORMAL
15249,2,13,6688.46,United Kingdom,4,4,4,444,0,NORMAL
15845,5,8,3711.77,United Kingdom,3,4,4,344,0,NORMAL
16084,17,1,436.18,United Kingdom,1,1,2,112,0,NORMAL
16742,6,1,464.9,United Kingdom,3,1,2,312,0,NORMAL
17893,2,1,107.21,United Kingdom,4,1,1,411,0,NORMAL
18242,2,4,2232.49,United Kingdom,4,3,4,434,0,NORMAL
13160,13,1,91.8,United Kingdom,2,1,1,211,0,NORMAL
13451,15,5,2898.26,United Kingdom,2,4,4,244,0,NORMAL
13590,2,6,1981.92,United Kingdom,4,4,4,444,0,NORMAL
13741,1,3,668.43,United Kingdom,4,3,2,432,0,NORMAL
14012,23,1,328.8,United Kingdom,1,1,2,112,0,NORMAL
15366,5,2,602.51,United Kingdom,3,2,2,322,0,NORMAL
15606,6,9,2920.16,United Kingdom,3,4,4,344,0,NORMAL
15661,4,2,309.8,United Kingdom,3,2,2,322,0,NORMAL
15891,3,1,511.68,United Kingdom,3,1,2,312,0,NORMAL
16245,2,3,1413.66,United Kingdom,4,3,3,433,0,NORMAL
16302,25,1,233.22,United Kingdom,1,1,1,111,0,NORMAL
17343,376,1,193.64,United Kingdom,1,1,1,111,2,LEFT
17747,11,1,71.4,United Kingdom,2,1,1,211,0,NORMAL
17857,2,23,26879.04,United Kingdom,4,4,4,444,0,NORMAL
12430,3,1,256.4,Norway,3,1,1,311,0,NORMAL
12560,11,3,2134.01,Germany,2,3,4,234,0,NORMAL
13169,23,2,712.88,United Kingdom,1,2,3,123,0,NORMAL
13208,13,6,1217.65,United Kingdom,2,4,3,243,0,NORMAL
13731,23,2,610.59,United Kingdom,1,2,2,122,0,NORMAL
13925,2,4,678.25,United Kingdom,4,3,3,433,0,NORMAL
14581,7,1,138.6,United Kingdom,3,1,1,311,0,NORMAL
14960,9,2,221.27,United Kingdom,2,2,1,221,0,NORMAL
14973,2,3,1314.45,United Kingdom,4,3,3,433,0,NORMAL
15041,8,1,179.93,United Kingdom,2,1,1,211,0,NORMAL
15047,15,1,343.62,United Kingdom,2,1,2,212,0,NORMAL
15512,23,2,121.0,United Kingdom,1,2,1,121,0,NORMAL
15707,3,4,916.98,United Kingdom,3,3,3,333,0,NORMAL
16210,0,18,21086.3,United Kingdom,4,4,4,444,0,NORMAL
16368,19,2,479.91,United Kingdom,1,2,2,122,0,NORMAL
16493,3,4,1351.63,United Kingdom,3,3,3,333,0,NORMAL
16644,15,2,833.78,United Kingdom,2,2,3,223,0,NORMAL
16833,5,4,1106.53,United Kingdom,3,3,3,333,0,NORMAL
17131,5,5,2463.17,United Kingdom,3,4,4,344,0,NORMAL
17628,11,1,75.75,United Kingdom,2,1,1,211,0,NORMAL
17990,13,3,630.84,United Kingdom,2,3,2,232,0,NORMAL
12901,1,28,17654.54,United Kingdom,4,4,4,444,0,NORMAL
13069,5,24,4431.44,United Kingdom,3,4,4,344,0,NORMAL
13080,17,1,58.08,United Kingdom,1,1,1,111,0,NORMAL
13863,24,1,305.78,United Kingdom,1,1,1,111,0,NORMAL
13971,3,8,2758.26,United Kingdom,3,4,4,344,0,NORMAL
14259,9,1,120.0,United Kingdom,2,1,1,211,0,NORMAL
14299,5,9,3965.62,United Kingdom,3,4,4,344,0,NORMAL
14428,9,5,1224.06,United Kingdom,2,4,3,243,0,NORMAL
14438,24,1,131.9,United Kingdom,1,1,1,111,0,NORMAL
14673,0,5,1736.4,United Kingdom,4,4,4,444,0,NORMAL
15033,0,10,2557.18,United Kingdom,4,4,4,444,0,NORMAL
15179,6,5,2206.95,United Kingdom,3,4,4,344,0,NORMAL
15933,1,3,1107.46,United Kingdom,4,3,3,433,0,NORMAL
16614,20,1,506.19,United Kingdom,1,1,2,112,0,NORMAL
17175,4,4,1443.69,United Kingdom,3,3,3,333,0,NORMAL
17526,8,4,1195.9,United Kingdom,2,3,3,233,0,NORMAL
17923,28,1,207.5,United Kingdom,1,1,1,111,0,NORMAL
18229,0,20,7276.9,United Kingdom,4,4,4,444,0,NORMAL
18280,23,1,180.6,United Kingdom,1,1,1,111,0,NORMAL
12569,0,32,4124.69,Germany,4,4,4,444,0,NORMAL
12660,2,1,245.1,France,4,1,1,411,0,NORMAL
12716,1,2,1053.49,France,4,2,3,423,0,NORMAL
12783,5,6,2225.91,Portugal,3,4,4,344,0,NORMAL
12963,1,8,1856.63,United Kingdom,4,4,4,444,0,NORMAL
13061,2,1,248.61,United Kingdom,4,1,1,411,0,NORMAL
13513,25,1,205.1,United Kingdom,1,1,1,111,0,NORMAL
13602,24,1,428.89,United Kingdom,1,1,2,112,0,NORMAL
13871,0,13,6403.25,United Kingdom,4,4,4,444,0,NORMAL
13969,3,18,9024.17,United Kingdom,3,4,4,344,0,NORMAL
14342,5,4,668.56,United Kingdom,3,3,2,332,0,NORMAL
14701,1,9,2526.09,United Kingdom,4,4,4,444,0,NORMAL
14704,0,9,1493.96,United Kingdom,4,4,3,443,0,NORMAL
15554,23,1,217.2,United Kingdom,1,1,1,111,0,NORMAL
15837,24,1,391.98,United Kingdom,1,1,2,112,0,NORMAL
16083,0,2,1317.62,United Kingdom,4,2,3,423,0,NORMAL
16325,6,3,594.24,United Kingdom,3,3,2,332,0,NORMAL
16398,0,2,1705.8,United Kingdom,4,2,4,424,0,NORMAL
16479,1,2,300.83,United Kingdom,4,2,1,421,0,NORMAL
16976,13,1,251.52,United Kingdom,2,1,1,211,0,NORMAL
17107,5,6,10797.48,United Kingdom,3,4,4,344,0,NORMAL
17436,3,2,216.3,United Kingdom,3,2,1,321,0,NORMAL
12614,23,1,315.6,Germany,1,1,2,112,0,NORMAL
12832,23,2,383.03,United Kingdom,1,2,2,122,0,NORMAL
13059,26,1,183.4,United Kingdom,1,1,1,111,0,NORMAL
13103,0,1,243.94,United Kingdom,4,1,1,411,0,NORMAL
13419,23,1,221.06,United Kingdom,1,1,1,111,0,NORMAL
13427,10,3,582.6,United Kingdom,2,3,2,232,0,NORMAL
13799,12,2,688.86,United Kingdom,2,2,3,223,0,NORMAL
13999,0,12,3901.81,United Kingdom,4,4,4,444,0,NORMAL
14050,5,2,746.36,United Kingdom,3,2,3,323,0,NORMAL
14373,379,1,76.55,United Kingdom,1,1,1,111,2,LEFT
14907,15,7,3501.1,United Kingdom,2,4,4,244,0,NORMAL
14950,10,1,371.2,United Kingdom,2,1,2,212,0,NORMAL
15768,2,3,621.83,United Kingdom,4,3,2,432,0,NORMAL
16033,3,20,8778.82,United Kingdom,3,4,4,344,0,NORMAL
16042,6,5,1177.47,United Kingdom,3,4,3,343,0,NORMAL
16385,20,3,554.86,United Kingdom,1,3,2,132,0,NORMAL
16511,12,3,918.33,United Kingdom,2,3,3,233,0,NORMAL
16717,0,6,3843.08,United Kingdom,4,4,4,444,0,NORMAL
17987,23,1,198.57,United Kingdom,1,1,1,111,0,NORMAL
18004,383,1,157.92,United Kingdom,1,1,1,111,2,LEFT
12417,0,9,3649.1,Belgium,4,4,4,444,0,NORMAL
12425,8,1,777.2,Portugal,2,1,3,213,0,NORMAL
12670,1,5,2996.05,France,4,4,4,444,0,NORMAL
12823,0,5,1759.5,United Kingdom,4,4,4,444,0,NORMAL
12997,4,4,1226.89,United Kingdom,3,3,3,333,0,NORMAL
13756,11,14,5189.52,United Kingdom,2,4,4,244,0,NORMAL
13883,0,5,2674.48,United Kingdom,4,4,4,444,0,NORMAL
14226,0,5,2214.79,United Kingdom,4,4,4,444,0,NORMAL
14306,11,2,2093.32,United Kingdom,2,2,4,224,0,NORMAL
14388,1,8,3212.84,United Kingdom,4,4,4,444,0,NORMAL
14754,4,2,638.05,United Kingdom,3,2,2,322,0,NORMAL
15000,7,1,490.52,United Kingdom,3,1,2,312,0,NORMAL
15135,16,1,139.05,United Kingdom,1,1,1,111,0,NORMAL
15153,22,1,329.25,United Kingdom,1,1,2,112,0,NORMAL
16190,0,1,215.08,United Kingdom,4,1,1,411,0,NORMAL
16268,1,2,667.65,United Kingdom,4,2,2,422,0,NORMAL
16589,1,3,459.24,United Kingdom,4,3,2,432,0,NORMAL
16838,4,2,588.85,United Kingdom,3,2,2,322,0,NORMAL
17063,1,7,1461.14,United Kingdom,4,4,3,443,0,NORMAL
17765,2,3,367.63,United Kingdom,4,3,2,432,0,NORMAL
17936,26,1,380.13,United Kingdom,1,1,2,112,0,NORMAL
12371,4,2,1887.96,Switzerland,3,2,4,324,0,NORMAL
12714,0,5,4708.86,France,4,4,4,444,0,NORMAL
12778,0,6,822.23,Netherlands,4,4,3,443,0,NORMAL
12812,4,1,229.64,Japan,3,1,1,311,0,NORMAL
12829,23,2,293.0,United Kingdom,1,2,1,121,0,NORMAL
13113,0,24,12245.96,United Kingdom,4,4,4,444,0,NORMAL
13198,1,6,3401.24,United Kingdom,4,4,4,444,0,NORMAL
13758,2,7,3190.55,United Kingdom,4,4,4,444,0,NORMAL
13870,0,8,2770.94,United Kingdom,4,4,4,444,0,NORMAL
14121,1,4,2780.15,United Kingdom,4,3,4,434,0,NORMAL
14304,29,1,383.45,United Kingdom,1,1,2,112,0,NORMAL
14441,1,4,1712.89,United Kingdom,4,3,4,434,0,NORMAL
14913,19,4,1227.43,United Kingdom,1,3,3,133,0,NORMAL
14951,9,1,311.69,United Kingdom,2,1,2,212,0,NORMAL
15124,13,2,184.19,United Kingdom,2,2,1,221,0,NORMAL
15168,16,1,106.56,United Kingdom,1,1,1,111,0,NORMAL
15192,18,3,1044.32,United Kingdom,1,3,3,133,0,NORMAL
15306,16,3,1174.35,United Kingdom,1,3,3,133,0,NORMAL
15528,0,1,229.33,United Kingdom,4,1,1,411,0,NORMAL
15553,20,1,428.93,United Kingdom,1,1,2,112,0,NORMAL
15630,5,2,1186.35,United Kingdom,3,2,3,323,0,NORMAL
15722,7,5,2211.21,United Kingdom,3,4,4,344,0,NORMAL
16101,0,1,1290.7,United Kingdom,4,1,3,413,0,NORMAL
16106,25,1,108.38,United Kingdom,1,1,1,111,0,NORMAL
17024,5,3,95.85,United Kingdom,3,3,1,331,0,NORMAL
17084,26,2,2747.99,United Kingdom,1,2,4,124,0,NORMAL
17333,15,1,494.25,United Kingdom,2,1,2,212,0,NORMAL
17763,9,1,15.0,United Kingdom,2,1,1,211,0,NORMAL
18016,2,5,1477.66,United Kingdom,4,4,3,443,0,NORMAL
12695,6,4,582.1,France,3,3,2,332,0,NORMAL
13223,7,2,163.2,United Kingdom,3,2,1,321,0,NORMAL
13394,8,8,2520.02,United Kingdom,2,4,4,244,0,NORMAL
13638,6,1,122.64,United Kingdom,3,1,1,311,0,NORMAL
13930,4,2,337.34,United Kingdom,3,2,2,322,0,NORMAL
13979,3,1,869.87,United Kingdom,3,1,3,313,0,NORMAL
14023,27,2,584.07,United Kingdom,1,2,2,122,0,NORMAL
14133,2,3,605.64,United Kingdom,4,3,2,432,0,NORMAL
14251,1,5,2879.7,United Kingdom,4,4,4,444,0,NORMAL
14329,2,7,4975.24,United Kingdom,4,4,4,444,0,NORMAL
14885,0,1,765.32,United Kingdom,4,1,3,413,0,NORMAL
15035,19,1,252.73,United Kingdom,1,1,1,111,0,NORMAL
15165,394,1,487.75,United Kingdom,1,1,2,112,2,LEFT
15297,1,3,641.94,United Kingdom,4,3,2,432,0,NORMAL
15423,29,1,43.5,United Kingdom,1,1,1,111,0,NORMAL
15489,13,3,1134.28,United Kingdom,2,3,3,233,0,NORMAL
15737,5,8,1188.12,United Kingdom,3,4,3,343,0,NORMAL
15758,15,1,205.25,United Kingdom,2,1,1,211,0,NORMAL
15897,1,2,208.59,United Kingdom,4,2,1,421,0,NORMAL
15971,7,12,4199.85,United Kingdom,3,4,4,344,0,NORMAL
16079,0,3,1352.0,United Kingdom,4,3,3,433,0,NORMAL
16174,2,3,1009.55,United Kingdom,4,3,3,433,0,NORMAL
16593,10,3,330.03,United Kingdom,2,3,2,232,0,NORMAL
16638,3,10,1680.72,United Kingdom,3,4,4,344,0,NORMAL
16817,5,9,1604.75,United Kingdom,3,4,3,343,0,NORMAL
17309,25,1,82.75,United Kingdom,1,1,1,111,0,NORMAL
17370,2,4,446.18,United Kingdom,4,3,2,432,0,NORMAL
17456,386,1,249.86,United Kingdom,1,1,1,111,2,LEFT
17507,7,2,605.58,United Kingdom,3,2,2,322,0,NORMAL
17714,7,1,153.0,United Kingdom,3,1,1,311,0,NORMAL
17816,15,4,36.56,United Kingdom,2,3,1,231,0,NORMAL
17914,24,1,329.36,United Kingdom,1,1,2,112,0,NORMAL
12720,0,25,5781.73,Germany,4,4,4,444,0,NORMAL
13334,12,3,3502.32,United Kingdom,2,3,4,234,0,NORMAL
13600,0,1,219.52,United Kingdom,4,1,1,411,0,NORMAL
14633,12,1,344.9,United Kingdom,2,1,2,212,0,NORMAL
14636,14,2,609.85,United Kingdom,2,2,2,222,0,NORMAL
15019,12,1,252.81,United Kingdom,2,1,1,211,0,NORMAL
15291,10,15,4668.3,United Kingdom,2,4,4,244,0,NORMAL
15389,10,1,500.0,United Kingdom,2,1,2,212,0,NORMAL
15969,9,3,666.1,United Kingdom,2,3,2,232,0,NORMAL
16759,21,3,789.79,United Kingdom,1,3,3,133,0,NORMAL
16812,381,1,479.35,United Kingdom,1,1,2,112,2,LEFT
16961,15,1,234.17,United Kingdom,2,1,1,211,0,NORMAL
17262,4,5,1253.36,United Kingdom,3,4,3,343,0,NORMAL
13484,18,1,313.8,United Kingdom,1,1,2,112,0,NORMAL
13618,11,1,177.34,United Kingdom,2,1,1,211,0,NORMAL
13708,17,1,285.33,United Kingdom,1,1,1,111,0,NORMAL
13727,19,2,333.48,United Kingdom,1,2,2,122,0,NORMAL
14185,18,1,197.65,United Kingdom,1,1,1,111,0,NORMAL
14262,6,8,2618.23,United Kingdom,3,4,4,344,0,NORMAL
15657,13,1,30.0,United Kingdom,2,1,1,211,0,NORMAL
15681,16,5,1426.16,United Kingdom,1,4,3,143,0,NORMAL
15683,16,1,193.75,United Kingdom,1,1,1,111,0,NORMAL
15839,10,3,1048.49,United Kingdom,2,3,3,233,0,NORMAL
17235,16,2,550.06,United Kingdom,1,2,2,122,0,NORMAL
17289,18,3,931.02,United Kingdom,1,3,3,133,0,NORMAL
13149,5,4,1676.06,United Kingdom,3,3,4,334,0,NORMAL
13647,0,4,1648.12,United Kingdom,4,3,3,433,0,NORMAL
13888,18,2,595.67,United Kingdom,1,2,2,122,0,NORMAL
14212,19,1,1070.48,United Kingdom,1,1,3,113,0,NORMAL
14480,2,1,279.05,United Kingdom,4,1,1,411,0,NORMAL
15288,3,5,2306.52,United Kingdom,3,4,4,344,0,NORMAL
15467,0,3,524.88,United Kingdom,4,3,2,432,0,NORMAL
15513,0,19,14758.22,United Kingdom,4,4,4,444,0,NORMAL
15993,4,7,2777.67,United Kingdom,3,4,4,344,0,NORMAL
16308,6,4,2560.0,United Kingdom,3,3,4,334,0,NORMAL
16520,16,3,1046.57,United Kingdom,1,3,3,133,0,NORMAL
16730,6,3,743.11,United Kingdom,3,3,3,333,0,NORMAL
17115,10,3,837.5,United Kingdom,2,3,3,233,0,NORMAL
17290,7,2,513.01,United Kingdom,3,2,2,322,0,NORMAL
18010,2,1,174.8,United Kingdom,4,1,1,411,0,NORMAL
18226,1,11,5228.05,United Kingdom,4,4,4,444,0,NORMAL
12394,23,2,1272.48,Belgium,1,2,3,123,0,NORMAL
12707,9,1,603.42,France,2,1,2,212,0,NORMAL
12856,0,6,2170.78,United Kingdom,4,4,4,444,0,NORMAL
12902,10,1,138.68,United Kingdom,2,1,1,211,0,NORMAL
12923,24,1,172.82,United Kingdom,1,1,1,111,0,NORMAL
13502,7,3,292.0,United Kingdom,3,3,1,331,0,NORMAL
13588,1,9,2478.95,United Kingdom,4,4,4,444,0,NORMAL
13697,29,1,151.3,United Kingdom,1,1,1,111,0,NORMAL
14397,2,19,2612.96,United Kingdom,4,4,4,444,0,NORMAL
14765,11,3,254.11,United Kingdom,2,3,1,231,0,NORMAL
14784,10,2,289.99,United Kingdom,2,2,1,221,0,NORMAL
15025,24,1,361.96,United Kingdom,1,1,2,112,0,NORMAL
15032,2,3,4959.1,United Kingdom,4,3,4,434,0,NORMAL
15706,5,4,1060.56,United Kingdom,3,3,3,333,0,NORMAL
16066,7,5,1521.04,United Kingdom,3,4,3,343,0,NORMAL
16109,25,2,611.88,United Kingdom,1,2,2,122,0,NORMAL
16412,13,1,135.99,United Kingdom,2,1,1,211,0,NORMAL
17218,1,10,1951.97,United Kingdom,4,4,4,444,0,NORMAL
17553,28,1,1487.6,United Kingdom,1,1,3,113,0,NORMAL
17802,12,3,1285.04,United Kingdom,2,3,3,233,0,NORMAL
17925,393,1,244.08,United Kingdom,1,1,1,111,2,LEFT
12397,3,2,2409.9,Belgium,3,2,4,324,0,NORMAL
12398,5,1,1635.66,Switzerland,3,1,3,313,0,NORMAL
12492,4,2,263.21,Germany,3,2,1,321,0,NORMAL
13001,0,13,9785.97,United Kingdom,4,4,4,444,0,NORMAL
13338,25,1,487.02,United Kingdom,1,1,2,112,0,NORMAL
13929,7,2,842.65,United Kingdom,3,2,3,323,0,NORMAL
14171,28,1,363.79,United Kingdom,1,1,2,112,0,NORMAL
14489,14,1,463.38,United Kingdom,2,1,2,212,0,NORMAL
15065,2,4,3158.13,United Kingdom,4,3,4,434,0,NORMAL
15372,5,1,2007.4,United Kingdom,3,1,4,314,0,NORMAL
15412,9,1,190.53,United Kingdom,2,1,1,211,0,NORMAL
15608,19,4,1093.68,United Kingdom,1,3,3,133,0,NORMAL
15732,19,2,294.12,United Kingdom,1,2,1,121,0,NORMAL
15734,7,2,1339.45,United Kingdom,3,2,3,323,0,NORMAL
15847,6,2,389.27,United Kingdom,3,2,2,322,0,NORMAL
15975,14,1,371.01,United Kingdom,2,1,2,212,0,NORMAL
16337,27,1,151.05,United Kingdom,1,1,1,111,0,NORMAL
16440,11,5,3640.67,United Kingdom,2,4,4,244,0,NORMAL
16808,20,2,288.42,United Kingdom,1,2,1,121,0,NORMAL
17449,5,7,2519.21,United Kingdom,3,4,4,344,0,NORMAL
17633,1,4,1324.84,United Kingdom,4,3,3,433,0,NORMAL
17724,1,3,1033.0,United Kingdom,4,3,3,433,0,NORMAL
12672,16,1,225.9,France,1,1,1,111,0,NORMAL
12684,4,7,2283.63,France,3,4,4,344,0,NORMAL
12814,0,1,125.92,Poland,4,1,1,411,0,NORMAL
13171,9,3,468.41,United Kingdom,2,3,2,232,0,NORMAL
13185,13,1,71.4,United Kingdom,2,1,1,211,0,NORMAL
13937,7,1,158.85,United Kingdom,2,1,1,211,0,NORMAL
13986,8,1,320.46,United Kingdom,2,1,2,212,0,NORMAL
14371,13,1,100.5,United Kingdom,2,1,1,211,0,NORMAL
14390,1,9,4642.57,United Kingdom,4,4,4,444,0,NORMAL
14459,23,1,1837.92,United Kingdom,1,1,4,114,0,NORMAL
14572,0,7,2804.54,United Kingdom,4,4,4,444,0,NORMAL
15385,0,1,316.88,United Kingdom,4,1,2,412,0,NORMAL
15822,24,2,885.47,United Kingdom,1,2,3,123,0,NORMAL
16156,9,9,3092.04,United Kingdom,2,4,4,244,0,NORMAL
16607,1,14,3347.71,United Kingdom,4,4,4,444,0,NORMAL
16620,6,2,178.96,United Kingdom,3,2,1,321,0,NORMAL
16642,14,2,688.33,United Kingdom,2,2,3,223,0,NORMAL
17228,6,8,1906.09,United Kingdom,3,4,4,344,0,NORMAL
17248,19,1,318.65,United Kingdom,1,1,2,112,0,NORMAL
17514,27,1,208.65,United Kingdom,1,1,1,111,0,NORMAL
17684,3,1,239.41,United Kingdom,3,1,1,311,0,NORMAL
17734,4,3,700.63,United Kingdom,3,3,3,333,0,NORMAL
17831,24,1,35.4,United Kingdom,1,1,1,111,0,NORMAL
12953,0,1,329.85,United Kingdom,4,1,2,412,0,NORMAL
13043,19,1,516.42,United Kingdom,1,1,2,112,0,NORMAL
13425,6,3,1624.21,United Kingdom,3,3,3,333,0,NORMAL
13436,22,1,196.89,United Kingdom,1,1,1,111,0,NORMAL
13631,2,11,3070.42,United Kingdom,4,4,4,444,0,NORMAL
14298,0,44,51527.3,United Kingdom,4,4,4,444,1,HOT
14412,2,2,770.03,United Kingdom,4,2,3,423,0,NORMAL
14908,4,1,277.8,United Kingdom,3,1,1,311,0,NORMAL
15088,12,2,1160.07,United Kingdom,2,2,3,223,0,NORMAL
15121,6,2,457.72,United Kingdom,3,2,2,322,0,NORMAL
15122,11,3,1633.78,United Kingdom,2,3,3,233,0,NORMAL
15222,5,1,585.0,United Kingdom,3,1,2,312,0,NORMAL
15510,17,1,250.0,United Kingdom,1,1,1,111,0,NORMAL
15571,2,4,650.43,United Kingdom,4,3,2,432,0,NORMAL
15663,5,1,138.14,United Kingdom,3,1,1,311,0,NORMAL
15677,9,1,657.23,United Kingdom,2,1,2,212,0,NORMAL
15773,26,1,635.68,United Kingdom,1,1,2,112,0,NORMAL
16207,16,1,394.38,United Kingdom,1,1,2,112,0,NORMAL
16583,394,1,233.45,United Kingdom,1,1,1,111,2,LEFT
16848,12,1,281.42,United Kingdom,2,1,1,211,0,NORMAL
17364,1,11,4462.68,United Kingdom,4,4,4,444,0,NORMAL
17511,1,31,91062.38,United Kingdom,4,4,4,444,1,HOT
17520,13,1,546.81,United Kingdom,2,1,2,212,0,NORMAL
17835,0,3,342.24,United Kingdom,4,3,2,432,0,NORMAL
17856,10,4,1418.03,United Kingdom,2,3,3,233,0,NORMAL
17929,0,4,843.0,United Kingdom,4,3,3,433,0,NORMAL
18126,20,1,200.92,United Kingdom,1,1,1,111,0,NORMAL
12497,11,1,1043.1,Germany,2,1,3,213,0,NORMAL
12610,3,5,2099.54,Italy,3,4,4,344,0,NORMAL
13035,3,2,921.88,United Kingdom,3,2,3,323,0,NORMAL
13131,1,3,1073.3,United Kingdom,4,3,3,433,0,NORMAL
13666,5,3,84.65,United Kingdom,3,3,1,331,0,NORMAL
13901,2,5,2867.2,United Kingdom,4,4,4,444,0,NORMAL
14368,6,1,155.0,United Kingdom,3,1,1,311,0,NORMAL
14446,10,4,1010.35,United Kingdom,2,3,3,233,0,NORMAL
14485,29,1,162.8,United Kingdom,1,1,1,111,0,NORMAL
14498,2,5,1957.32,United Kingdom,4,4,4,444,0,NORMAL
14562,2,18,5006.77,United Kingdom,4,4,4,444,0,NORMAL
14569,22,1,227.39,United Kingdom,1,1,1,111,0,NORMAL
14798,12,3,173.74,United Kingdom,2,3,1,231,0,NORMAL
15181,13,3,689.48,United Kingdom,2,3,3,233,0,NORMAL
15692,19,1,191.04,United Kingdom,1,1,1,111,0,NORMAL
15810,8,4,1391.98,United Kingdom,2,3,3,233,0,NORMAL
15886,20,1,181.09,United Kingdom,1,1,1,111,0,NORMAL
16321,2,5,373.65,Australia,4,4,2,442,0,NORMAL
17288,0,7,1417.63,United Kingdom,4,4,3,443,0,NORMAL
18022,26,1,612.72,United Kingdom,1,1,2,112,0,NORMAL
18082,16,1,680.84,United Kingdom,1,1,3,113,0,NORMAL
18179,0,6,1793.17,United Kingdom,4,4,4,444,0,NORMAL
18277,18,1,110.38,United Kingdom,1,1,1,111,0,NORMAL
12454,16,1,3528.34,Spain,1,1,4,114,0,NORMAL
13253,24,2,1030.4,United Kingdom,1,2,3,123,0,NORMAL
14078,0,6,1049.37,United Kingdom,4,4,3,443,0,NORMAL
14184,26,1,452.89,United Kingdom,1,1,2,112,0,NORMAL
15699,8,1,309.65,United Kingdom,2,1,2,212,0,NORMAL
